"EQN_NO","LIFEFORM","SPP_CODE","SPP_TEXT","BIO_COMP","GEO_AREA","SER_STAG","LCL_EQUN","TAX_LIFE","PA1_CODE","PA1_TEXT","PA1_MIN","PA1_MAX","PA1_UNIT","PA2_CODE","PA2_TEXT","PA2_MIN","PA2_MAX","PA2_UNIT","PA3_CODE","PA3_TEXT","PA3_MIN","PA3_MAX","PA3_UNIT","DEP_VAR","DPV_MIN","DPV_MAX","DPV_UNIT","CF1","CF2","CF3","CF4","BPK_EQFM","EQN_TYPE","DPV_O","DPV_OMIN","DPV_OMAX","DPV_OUNIT","IP1_TEXT","IP1_MIN","IP1_MAX","IP1_UNIT","IP2_TEXT","IP2_MIN","IP2_MAX","IP2_UNIT","IP3_TEXT","IP3_MIN","IP3_MAX","IP3_UNIT","ORG_EQFM","SMP_SIZE","R_SQUARE","MS_ERROR","SEE","LOG_BIOC","RAW_DATA","SRC_EQN","SRC_DAT","MARK"
387,"T","PIJE","Pinus jefferyi (jeffrey pine)","BSW","S","O","01","T","DBH","Stem dia. @ breast ht. (1.37 m aboveground)","22.4","133.1","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stem wood biomass",NA,NA,"g","1.308791","3.0037",NA,NA,"ln(BSW) =  1.308791 + 3.0037 * ln(DBH)",2,"Stem wood biomass",NA,NA,"Mg","DBH","22.4","133.1","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BSW) = -12.5067 + 3.0037 * ln(DBH)                                  and density = 0.380 g/cc","21","0.975","0.050166","0.223977","Y","TV009 Dendrometer program output in data bank, Forest Science Dept., Ore State Univ.","Mark Harmon, Forest Science Dept., Ore State Univ. fit the VSW equation.  Joe Means converted it to BSW in grams.","4493",FALSE
388,"T","PIJE","Pinus jefferyi (jeffrey pine)","BSB","S","O","01","T","DBH","Stem dia. @ breast ht. (1.37 m aboveground)","22.4","133.1","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stem bark biomass",NA,NA,"g","0.747266","2.8858",NA,NA,"ln(BSB) = 0.747266 + 2.8858 * ln(DBH)",2,"Stem bark biomass",NA,NA,"Mg","DBH","22.4","133.1","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BSB) = -13.0682 + 2.8858 * ln(DBH)                                  and density = 0.345 g/cc","21","0.961","0.07305","0.270277","Y","TV009 Dendrometer program output in data bank, Forest Science Dept., Ore State Univ.","Mark Harmon, Forest Science Dept., Ore State Univ. fit the VSB equation.  Joe Means converted it to BSB in grams.","4505",FALSE
389,"T","PIJE","Pinus jefferyi (jeffrey pine)","BST","S","O","01","T","DBH","Stem dia. @ breast ht. (1.37 m aboveground)","22.4","133.1","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total stem biomass",NA,NA,"g","1.817891","2.9520",NA,NA,"ln(BST) = 1.817891 + 2.9520 * ln(DBH)",2,"Total stem biomass",NA,NA,"Mg","DBH","22.4","133.1","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BST) = -11.9976 + 2.9520 * ln(DBH)                                  and density = 0.370 g/cc","21","0.978","0.041957","0.204834","Y","TV009 Dendrometer program output in data bank, Forest Science Dept., Ore State Univ.","Mark Harmon, Forest Science Dept., Ore State Univ. fit the VSB equation.  Joe Means converted it to BSB in grams.","4517",FALSE
390,"T","PILA","Pinus lambertiana (sugar pine)","BSW","S","O","01","T","DBH","Stem dia. @ breast ht. (1.37 m aboveground)","15.7","179.6","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stem wood biomass",NA,NA,"g","2.45555","2.777",NA,NA,"ln(BSW) =  2.45555 + 2.777  * ln(DBH)",2,"Stem wood biomass",NA,NA,"Mg","DBH","15.7","179.6","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BSW) = -11.36 + 2.777 * ln(DBH)                                     and density = 0.342 g/cc","60","0.974","0.076132","0.275921","Y","TV009 Dendrometer program output in data bank, Forest Science Dept., Ore State Univ.","Mark Harmon, Forest Science Dept., Ore State Univ. fit the VSW equation.  Joe Means converted it to BSW in grams.","4529",FALSE
391,"T","PILA","Pinus lambertiana (sugar pine)","BSB","S","O","01","T","DBH","Stem dia. @ breast ht. (1.37 m aboveground)","15.7","179.6","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stem bark biomass",NA,NA,"g","2.183174","2.6610",NA,NA,"ln(BSB) = 2.183174 + 2.6610 * ln(DBH)",2,"Stem bark biomass",NA,NA,"Mg","DBH","15.7","179.6","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BSB) = -11.6323 + 2.6610 * ln(DBH)                                  and density = 0.560 g/cc","60","0.933","0.191529","0.437641","Y","TV009 Dendrometer program output in data bank, Forest Science Dept., Ore State Univ.","Mark Harmon, Forest Science Dept., Ore State Univ. fit the VSB equation.  Joe Means converted it to BSB in grams.","4541",FALSE
392,"T","PILA","Pinus lambertiana (sugar pine)","BST","S","O","01","T","DBH","Stem dia. @ breast ht. (1.37 m aboveground)","15.7","179.6","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total stem biomass",NA,NA,"g","3.229148","2.6863",NA,NA,"ln(BST) = 3.229148 + 2.6863 * ln(DBH)",2,"Total stem biomass",NA,NA,"Mg","DBH","15.7","179.6","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BST) = -10.5864 + 2.6863 * ln(DBH)                                  and density = 0.396 g/cc","60","0.986","0.037447","0.193513","Y","TV009 Dendrometer program output in data bank, Forest Science Dept., Ore State Univ.","Mark Harmon, Forest Science Dept., Ore State Univ. fit the VSB equation.  Joe Means converted it to BSB in grams.","4553",FALSE
393,"T","SEGI","Sequoiadendron giganteum (giant sequoia)","BSW","S","O","01","T","DBH","Stem dia. @ breast ht. (1.37 m aboveground)","96.8","614.3","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stem wood biomass",NA,NA,"g","2.798079","2.5907",NA,NA,"ln(BSW) =  2.798079 + 2.5907 * ln(DBH)",2,"Stem wood biomass",NA,NA,"Mg","DBH","96.8","614.3","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BSW) = -11.0174 + 2.5907 * ln(DBH)                                  and density = 0.340 g/cc","45","0.955","0.066289","0.257467","Y","TV009 Dendrometer program output in data bank, Forest Science Dept., Ore State Univ.","Mark Harmon, Forest Science Dept., Ore State Univ. fit the VSW equation.  Joe Means converted it to BSW in grams.","4565",FALSE
394,"T","SEGI","Sequoiadendron giganteum (giant sequoia)","BSB","S","O","01","T","DBH","Stem dia. @ breast ht. (1.37 m aboveground)","96.8","614.3","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stem bark biomass",NA,NA,"g","7.189689","1.5837",NA,NA,"ln(BSB) = 7.189689 + 1.5837 * ln(DBH)",2,"Stem bark biomass",NA,NA,"Mg","DBH","96.8","614.3","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BSB) = -6.62582 + 1.5837 * ln(DBH)                                  and density = 0.430 g/cc","45","0.723","0.20403","0.451697","Y","TV009 Dendrometer program output in data bank, Forest Science Dept., Ore State Univ.","Mark Harmon, Forest Science Dept., Ore State Univ. fit the VSB equation.  Joe Means converted it to BSB in grams.","4576",FALSE
395,"T","SEGI","Sequoiadendron giganteum (giant sequoia)","BST","S","O","01","T","DBH","Stem dia. @ breast ht. (1.37 m aboveground)","96.8","614.3","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total stem biomass",NA,NA,"g","4.126728","2.4019",NA,NA,"ln(BST) = 4.126728 + 2.4019 * ln(DBH)",2,"Total stem biomass",NA,NA,"Mg","DBH","96.8","614.3","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BST) = -9.68878 + 2.4019 * ln(DBH)                                  and density = 0.358 g/cc","45","0.950","0.064741","0.254442","Y","TV009 Dendrometer program output in data bank, Forest Science Dept., Ore State Univ.","Mark Harmon, Forest Science Dept., Ore State Univ. fit the VSB equation.  Joe Means converted it to BSB in grams.","4587",FALSE
396,"T","ABLA2","Abies lasiocarpa (subalpine fir)","BSW","W","O","02","T","DBH","Stem dia. @ breast ht. (1.37 m aboveground)","15.6","68.7","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stem wood biomass",NA,NA,"g","4.018261","2.3891",NA,NA,"ln(BSW) =  4.018261 + 2.3891 * ln(DBH)",2,"Stem wood biomass",NA,NA,"Mg","DBH","15.6","68.7","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BSW) = -9.79725 + 2.3891 * ln(DBH)                                  and density = 0.319 g/cc","21","0.972","0.028989","0.170261","Y","TV009 Dendrometer program output in data bank, Forest Science Dept., Ore State Univ.","Mark Harmon, Forest Science Dept., Ore State Univ. fit the VSW equation.  Joe Means converted it to BSW in grams.","4599",FALSE
397,"T","ABLA2","Abies lasiocarpa (subalpine fir)","BSB","W","O","02","T","DBH","Stem dia. @ breast ht. (1.37 m aboveground)","15.6","68.7","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stem bark biomass",NA,NA,"g","2.253295","2.3149",NA,NA,"ln(BSB) =  2.253295 + 2.3149 * ln(DBH)",2,"Stem bark biomass",NA,NA,"Mg","DBH","15.6","68.7","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BSB) = -11.5622 + 2.3149 * ln(DBH)                                  and density = 0.570 g/cc","21","0.883","0.123507","0.351435","Y","TV009 Dendrometer program output in data bank, Forest Science Dept., Ore State Univ.","Mark Harmon, Forest Science Dept., Ore State Univ. fit the VSB equation.  Joe Means converted it to BSB in grams.","4611",FALSE
398,"T","ABLA2","Abies lasiocarpa (subalpine fir)","BST","W","O","02","T","DBH","Stem dia. @ breast ht. (1.37 m aboveground)","15.6","68.7","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total stem biomass",NA,NA,"g","4.172527","2.3809",NA,NA,"ln(BST) = 4.172527 + 2.3809 * ln(DBH)",2,"Total stem biomass",NA,NA,"Mg","DBH","15.6","68.7","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BST) = -9.64298 + 2.3809 * ln(DBH)                                  and density = 0.337 g/cc","21","0.970","0.030565","0.174829","Y","TV009 Dendrometer program output in data bank, Forest Science Dept., Ore State Univ.","Mark Harmon, Forest Science Dept., Ore State Univ. fit the VSB equation.  Joe Means converted it to BSB in grams.","4623",FALSE
399,"T","THPL","Thuja plicata (western redcedar)","BSW","W","O","04","T","DBH","Stem dia. @ breast ht. (1.37 m aboveground)","11.8","168.5","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stem wood biomass",NA,NA,"g","3.862652","2.4454",NA,NA,"ln(BSW) =  3.862652 + 2.4454 * ln(DBH)",2,"Stem wood biomass",NA,NA,"Mg","DBH","11.8","168.5","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BSW) = -9.95286 + 2.4454 * ln(DBH)                                  and density = 0.312 g/cc","52","0.978","0.050946","0.225711","Y","TV009 Dendrometer program output in data bank, Forest Science Dept., Ore State Univ.","Mark Harmon, Forest Science Dept., Ore State Univ. fit the VSW equation.  Joe Means converted it to BSW in grams.","4635",FALSE
400,"T","THPL","Thuja plicata (western redcedar)","BSB","W","O","04","T","DBH","Stem dia. @ breast ht. (1.37 m aboveground)","11.8","168.5","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stem bark biomass",NA,NA,"g","2.38544","2.1987",NA,NA,"ln(BSB) = 2.38544 + 2.1987 * ln(DBH)",2,"Stem bark biomass",NA,NA,"Mg","DBH","11.8","168.5","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BSB) = -11.4301 + 2.1987 * ln(DBH)                                  and density = 0.333 g/cc","52","0.815","0.415816","0.644838","Y","TV009 Dendrometer program output in data bank, Forest Science Dept., Ore State Univ.","Mark Harmon, Forest Science Dept., Ore State Univ. fit the VSB equation.  Joe Means converted it to BSB in grams.","4647",FALSE
401,"T","THPL","Thuja plicata (western redcedar)","BST","W","O","04","T","DBH","Stem dia. @ breast ht. (1.37 m aboveground)","11.8","168.5","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total stem biomass",NA,NA,"g","4.039465","2.4206",NA,NA,"ln(BST) = 4.039465 + 2.4206 * ln(DBH)",2,"Total stem biomass",NA,NA,"Mg","DBH","11.8","168.5","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BST) = -9.77605 + 2.4206 * ln(DBH)                                  and density = 0.313 g/cc","52","0.979","0.048605","0.220464","Y","TV009 Dendrometer program output in data bank, Forest Science Dept., Ore State Univ.","Mark Harmon, Forest Science Dept., Ore State Univ. fit the VSB equation.  Joe Means converted it to BSB in grams.","4659",FALSE
402,"T","PISI","Picea sitchensis (sitka spruce)","BSW","C","Y","01","T","DBH","Stem dia. @ breast ht. (1.37 m aboveground)","24.3","41.5","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stem wood biomass (without bark)",NA,NA,"g","5.433522","2.0004",NA,NA,"ln(BSW) = 5.433522 + 2.0004 * ln(DBH)",2,"Stem wood biomass",NA,NA,"Mg","DBH","24.3","41.5","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BSW) = -8.38199 + 2.0004 * ln(DBH)                                  and density = 0.360 g/cc","14","0.876","0.01415","0.118953","Y","TV009 Dendrometer program output in data bank, Forest Science Dept., Ore State Univ.","Mark Harmon, Forest Science Dept., Ore State Univ. fit the VSW equation.  Joe Means converted it to BSW in grams.","4671",FALSE
403,"T","PISI","Picea sitchensis (sitka spruce)","BSB","C","Y","01","T","DBH","Stem dia. @ breast ht. (1.37 m aboveground)","24.3","41.5","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stem bark biomass",NA,NA,"g","2.712394","2.1245",NA,NA,"ln(BSB) =  2.712394 + 2.1245 * ln(DBH)",2,"Stem bark biomass",NA,NA,"Mg","DBH","24.3","41.5","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BSB) = -11.1031 + 2.1245 * ln(DBH)                                  and density = 0.538 g/cc","14","0.661","0.058146","0.241136","Y","TV009 Dendrometer program output in data bank, Forest Science Dept., Ore State Univ.","Mark Harmon, Forest Science Dept., Ore State Univ. fit the VSB equation.  Joe Means converted it to BSB in grams.","4683",FALSE
404,"T","PISI","Picea sitchensis (sitka spruce)","BST","C","Y","01","T","DBH","Stem dia. @ breast ht. (1.37 m aboveground)","24.3","41.5","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total stem biomass",NA,NA,"g","5.483533","2.0120",NA,NA,"ln(BST) = 5.483533 + 2.0120 * ln(DBH)",2,"Total stem biomass",NA,NA,"Mg","DBH","24.3","41.5","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BST) = -8.33198 + 2.0120 * ln(DBH)                                  and density = 0.369 g/cc","14","0.874","0.014746","0.121431","Y","TV009 Dendrometer program output in data bank, Forest Science Dept., Ore State Univ.","Mark Harmon, Forest Science Dept., Ore State Univ. fit the VSB equation.  Joe Means converted it to BSB in grams.","4695",FALSE
405,"T","TSHE","Tsuga heterophylla (western hemlock)","BSW","C","Y","01","T","DBH","Stem dia. @ breast ht. (1.37 m aboveground)","25.6","45.7","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stem wood biomass",NA,NA,"g","6.063223","1.9237",NA,NA,"ln(BSW) =  6.063223 + 1.9237 * ln(DBH)",2,"Stem wood biomass",NA,NA,"Mg","DBH","25.6","45.7","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BSW) = -7.75229 + 1.9237 * ln(DBH)                                  and density = 0.421 g/cc","25","0.845","0.017126","0.130868","Y","TV009 Dendrometer program output in data bank, Forest Science Dept., Ore State Univ.","Mark Harmon, Forest Science Dept., Ore State Univ. fit the VSW equation.  Joe Means converted it to BSW in grams.","4707",FALSE
406,"T","TSHE","Tsuga heterophylla (western hemlock)","BSB","C","Y","01","T","DBH","Stem dia. @ breast ht. (1.37 m aboveground)","25.6","45.7","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stem bark biomass",NA,NA,"g","5.616217","1.3129",NA,NA,"ln(BSB) = 5.616217 + 1.3129 * ln(DBH)",2,"Stem bark biomass",NA,NA,"Mg","DBH","25.6","45.7","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BSB) = -8.19929 + 1.3129 * ln(DBH)                                  and density = 0.415 g/cc","25","0.287","0.108219","0.328966","Y","TV009 Dendrometer program output in data bank, Forest Science Dept., Ore State Univ.","Mark Harmon, Forest Science Dept., Ore State Univ. fit the VSB equation.  Joe Means converted it to BSB in grams.","4719",FALSE
407,"T","TSHE","Tsuga heterophylla (western hemlock)","BST","C","Y","01","T","DBH","Stem dia. @ breast ht. (1.37 m aboveground)","25.6","45.7","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total stem biomass",NA,NA,"g","6.308001","1.8743",NA,NA,"ln(BST) = 6.308001 + 1.8743 * ln(DBH)",2,"Total stem biomass",NA,NA,"Mg","DBH","25.6","45.7","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BST) = -7.50751 + 1.8743 * ln(DBH)                                  and density = 0.420 g/cc","25","0.840","0.016928","0.130108","Y","TV009 Dendrometer program output in data bank, Forest Science Dept., Ore State Univ.","Mark Harmon, Forest Science Dept., Ore State Univ. fit the VSB equation.  Joe Means converted it to BSB in grams.","4731",FALSE
408,"T","ABLA2","Abies lasiocarpa (subalpine fir)","BSW","R","O","01","T","DBH","Stem dia. @ breast ht. (1.37 m aboveground)","15.7","46.9","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stem wood biomass",NA,NA,"g","3.88703","2.4428",NA,NA,"ln(BSW) =  3.88703 + 2.4428 * ln(DBH)",2,"Stem wood biomass",NA,NA,"Mg","DBH","15.7","46.9","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BSW) = -9.92848 + 2.4428 * ln(DBH)                                  and density = 0.332 g/cc","11","0.956","0.025832","0.160725","Y","TV009 Dendrometer program output in data bank, Forest Science Dept., Ore State Univ.","Mark Harmon, Forest Science Dept., Ore State Univ. fit the VSW equation.  Joe Means converted it to BSW in grams.","4743",FALSE
409,"T","ABLA2","Abies lasiocarpa (subalpine fir)","BSB","R","O","01","T","DBH","Stem dia. @ breast ht. (1.37 m aboveground)","15.7","46.9","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stem bark biomass",NA,NA,"g","0.312692","3.1413",NA,NA,"ln(BSB) = 0.312692 + 3.1413 * ln(DBH)",2,"Stem bark biomass",NA,NA,"Mg","DBH","15.7","46.9","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BSB) = -13.5028 + 3.1413 * ln(DBH)                                  and density = 0.525 g/cc","11","0.646","0.527803","0.726501","Y","TV009 Dendrometer program output in data bank, Forest Science Dept., Ore State Univ.","Mark Harmon, Forest Science Dept., Ore State Univ. fit the VSB equation.  Joe Means converted it to BSB in grams.","4755",FALSE
410,"T","ABLA2","Abies lasiocarpa (subalpine fir)","BST","R","O","01","T","DBH","Stem dia. @ breast ht. (1.37 m aboveground)","15.7","46.9","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total stem biomass",NA,NA,"g","3.847372","2.5265",NA,NA,"ln(BST) = 3.847372 + 2.5265 * ln(DBH)",2,"Total stem biomass",NA,NA,"Mg","DBH","15.7","46.9","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BST) = -9.96814 + 2.5265 * ln(DBH)                                  and density = 0.351 g/cc","11","0.988","0.007984","0.089353","Y","TV009 Dendrometer program output in data bank, Forest Science Dept., Ore State Univ.","Mark Harmon, Forest Science Dept., Ore State Univ. fit the VSB equation.  Joe Means converted it to BSB in grams.","4767",FALSE
411,"T","PICO","Pinus contorta (lodgepole pine)","BSW","R","O","01","T","DBH","Stem dia. @ breast ht. (1.37 m aboveground)","12.2","48.5","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stem wood biomass",NA,NA,"g","4.572091","2.3438",NA,NA,"ln(BSW) =  4.572091 + 2.3438 * ln(DBH)",2,"Stem wood biomass",NA,NA,"Mg","DBH","12.2","48.5","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BSW) = -9.24342 + 2.3438 * ln(DBH)                                  and density = 0.379 g/cc","30","0.957","0.033714","0.183614","Y","TV009 Dendrometer program output in data bank, Forest Science Dept., Ore State Univ.","Mark Harmon, Forest Science Dept., Ore State Univ. fit the VSW equation.  Joe Means converted it to BSW in grams.","4779",FALSE
412,"T","PICO","Pinus contorta (lodgepole pine)","BSB","R","O","01","T","DBH","Stem dia. @ breast ht. (1.37 m aboveground)","12.2","48.5","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stem bark biomass",NA,NA,"g","1.012802","2.0676",NA,NA,"ln(BSB) = 1.012802 + 2.0676 * ln(DBH)",2,"Stem bark biomass",NA,NA,"Mg","DBH","12.2","48.5","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BSB) = -12.8027 + 2.0676 * ln(DBH)                                  and density = 0.410 g/cc","30","0.386","0.938632","0.96883","Y","TV009 Dendrometer program output in data bank, Forest Science Dept., Ore State Univ.","Mark Harmon, Forest Science Dept., Ore State Univ. fit the VSB equation.  Joe Means converted it to BSB in grams.","4791",FALSE
413,"T","PICO","Pinus contorta (lodgepole pine)","BST","R","O","01","T","DBH","Stem dia. @ breast ht. (1.37 m aboveground)","12.2","48.5","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total stem biomass",NA,NA,"g","4.710428","2.3363",NA,NA,"ln(BST) = 4.710428 + 2.3363 * ln(DBH)",2,"Total stem biomass",NA,NA,"Mg","DBH","12.2","48.5","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BST) = -9.10508 + 2.3363 * ln(DBH)                                  and density = 0.383 g/cc","30","0.946","0.042348","0.205787","Y","TV009 Dendrometer program output in data bank, Forest Science Dept., Ore State Univ.","Mark Harmon, Forest Science Dept., Ore State Univ. fit the VSB equation.  Joe Means converted it to BSB in grams.","4803",FALSE
414,"T","PIEN","Picea engelmannii (engelmann spruce)","BSW","R","O","01","T","DBH","Stem dia. @ breast ht. (1.37 m aboveground)","17.0","66.8","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stem wood biomass",NA,NA,"g","3.424138","2.6204",NA,NA,"ln(BSW) =  3.424138 + 2.6204 * ln(DBH)",2,"Stem wood biomass",NA,NA,"Mg","DBH","17.0","66.8","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BSW) = -10.3914 + 2.6204 * ln(DBH)                                  and density = 0.347 g/cc","16","0.968","0.033321","0.18254","Y","TV009 Dendrometer program output in data bank, Forest Science Dept., Ore State Univ.","Mark Harmon, Forest Science Dept., Ore State Univ. fit the VSW equation.  Joe Means converted it to BSW in grams.","4815",FALSE
415,"T","PIEN","Picea engelmannii (engelmann spruce)","BSB","R","O","01","T","DBH","Stem dia. @ breast ht. (1.37 m aboveground)","17.0","66.8","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stem bark biomass",NA,NA,"g","3.022829","2.2245",NA,NA,"ln(BSB) = 3.022829 + 2.2245 * ln(DBH)",2,"Stem bark biomass",NA,NA,"Mg","DBH","17.0","66.8","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BSB) = -10.7927 + 2.2245 * ln(DBH)                                  and density = 0.470 g/cc","16","0.900","0.080364","0.283485","Y","TV009 Dendrometer program output in data bank, Forest Science Dept., Ore State Univ.","Mark Harmon, Forest Science Dept., Ore State Univ. fit the VSB equation.  Joe Means converted it to BSB in grams.","4827",FALSE
416,"T","PIEN","Picea engelmannii (engelmann spruce)","BST","R","O","01","T","DBH","Stem dia. @ breast ht. (1.37 m aboveground)","17.0","66.8","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total stem biomass",NA,NA,"g","3.74306","2.5718",NA,NA,"ln(BST) = 3.74306 + 2.5718 * ln(DBH)",2,"Total stem biomass",NA,NA,"Mg","DBH","17.0","66.8","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BST) = -10.0725 + 2.5718 * ln(DBH)                                  and density = 0.359 g/cc","16","0.971","0.027806","0.166751","Y","TV009 Dendrometer program output in data bank, Forest Science Dept., Ore State Univ.","Mark Harmon, Forest Science Dept., Ore State Univ. fit the VSB equation.  Joe Means converted it to BSB in grams.","4839",FALSE
