"","BIOME","Species","GF","log.LL","log.LMA"
"2352","WLAND","Hakea conchifolia","S",NA,2.36
"2353","WLAND","Hakea costata","S",NA,2.25
"2354","WLAND","Hakea eneabba","S",NA,2.6
"2355","WLAND","Hakea flabellifolia","S",NA,2.74
"2356","WLAND","Hakea incrassata","S",NA,2.62
"2357","WLAND","Hakea longiflora","S",NA,2.57
"2358","WLAND","Hakea marginata","S",NA,2.36
"2359","WLAND","Hakea megalosperma","S",NA,2.42
"2360","WLAND","Hakea neurophylla","S",NA,2.52
"2361","WLAND","Hakea prostrata","S",NA,2.54
"2362","WLAND","Hakea psilorryncha","S",NA,2.91
"2363","WLAND","Hakea spathulata","S",NA,2.5
"2364","WLAND","Hakea trifurcata (needle)","S",NA,2.7
"2365","WLAND","Hakea adnata","S",NA,2.68
"2366","WLAND","Hakea bicornata","S",NA,2.85
"2367","WLAND","Hakea pandicarpa pandicarpa","S",NA,2.73
"2368","WLAND","Hakea scoparia trycherica","S",NA,2.8
"2369","WLAND","Hakea acuminata","S",NA,2.61
"2370","WLAND","Hakea cinerea","S",NA,2.73
"2371","WLAND","Hakea hookeriana","S",NA,2.73
"2372","WLAND","Hakea ilicifolia","S",NA,2.76
"2373","WLAND","Hakea lasiocarpha","S",NA,2.67
"2374","WLAND","Hakea nitida","S",NA,2.57
"2375","WLAND","Hakea obtusa","S",NA,2.36
"2376","WLAND","Hakea verrucosa","S",NA,2.72
"2377","WLAND","Hakea victoria","S",NA,2.68
"2378","WLAND","Hakea bucculenta","S",NA,2.65
"2379","WLAND","Hakea orthorryncha filiformis","S",NA,2.78
"2380","WLAND","Hakea orthorryncha orthorryncha","S",NA,2.8
"2381","WLAND","Hakea pycnoneura","S",NA,2.53
"2382","WLAND","Hakea stenophylla","S",NA,2.61
"2383","WLAND","Hakea commutata","S",NA,2.8
"2384","WLAND","Hakea cygna cygna","S",NA,2.66
"2385","WLAND","Hakea cygna needlei","S",NA,2.71
"2386","WLAND","Hakea horrida","S",NA,2.64
"2387","WLAND","Hakea kippistiana","S",NA,2.8
"2388","WLAND","Hakea newbeyana","S",NA,2.9
"2389","WLAND","Hakea obliqua parviflora","S",NA,2.93
"2390","WLAND","Hakea strumosa","S",NA,2.9
"2391","WLAND","Hakea subsulcata","S",NA,2.6
"2392","WLAND","Hakea erecta","S",NA,2.58
"2393","WLAND","Hakea francisiana","S",NA,2.56
"2394","WLAND","Hakea invaginata","S",NA,2.85
"2395","WLAND","Hakea minyma","S",NA,2.56
"2396","WLAND","Hakea multilineata","S",NA,2.52
"2397","WLAND","Hakea drupacea","S",NA,2.62
"2398","WLAND","Hakea elliptica","S",NA,2.28
"2399","WLAND","Hakea ferruginea","S",NA,2.23
"2400","WLAND","Hakea lasiantha","S",NA,2.38
"2401","WLAND","Hakea laurina","S",NA,2.45
"2402","WLAND","Hakea preissii","S",NA,2.96
"2403","WLAND","Hakea ruscifolia","S",NA,2.35
"2404","WLAND","Hakea sulcata","S",NA,2.82
"2405","WLAND","Hakea tuberculata","S",NA,2.37
"2406","WLAND","Hakea ambigua","S",NA,2.4
"2407","WLAND","Hakea baxteri","S",NA,2.78
"2408","WLAND","Hakea ceratophylla","S",NA,2.83
"2409","WLAND","Hakea corymbosa","S",NA,2.86
"2410","WLAND","Hakea cucullata","S",NA,2.51
"2411","WLAND","Hakea denticulata","S",NA,2.56
"2412","WLAND","Hakea lehmanniana","S",NA,2.55
"2413","WLAND","Hakea pandicarpa crassifolia","S",NA,2.86
"2414","WLAND","Hakea pritzelii","S",NA,2.55
"2415","WLAND","Hakea prostrata","S",NA,2.44
"2416","WLAND","Hakea trifurcata (needle)","S",NA,2.77
"2417","WLAND","Hakea varia","S",NA,2.63
"2418","WLAND","Hakea amplexicaulis","S",NA,2.39
"2419","WLAND","Hakea falcata","S",NA,2.19
"2420","WLAND","Hakea florida","S",NA,2.52
"2421","WLAND","Hakea linearis","S",NA,2.55
"2422","WLAND","Hakea oleifolia","S",NA,2.5
"2423","WLAND","Hakea prostrata","S",NA,2.62
"2424","WLAND","Hakea brownii","S",NA,2.79
"2425","WLAND","Hakea candolleana","S",NA,2.69
"2426","WLAND","Hakea circumalata","S",NA,2.51
"2427","WLAND","Hakea cygna cygna","S",NA,2.68
"2428","WLAND","Hakea gilbertii","S",NA,2.67
"2429","WLAND","Hakea obliqua parviflora","S",NA,2.78
"2430","WLAND","Hakea platysperma","S",NA,2.94
"2431","WLAND","Hakea polyanthema","S",NA,2.71
"2432","WLAND","Hakea recurva arida","S",NA,2.96
"2433","WLAND","Hakea recurva recurva","S",NA,3.18
"2434","WLAND","Hakea scoparia scoparia","S",NA,2.77
"2435","TUNDRA","Alnus crispa","S",0.56,1.84
"2436","TUNDRA","Alnus incana","T",0.56,1.66
"2437","TUNDRA","Andromeda polifolia","S",NA,2.19
"2438","TUNDRA","Arctagrostis latifolia","G",0.56,2.11
"2439","TUNDRA","Arctous alpina","S",NA,1.99
"2440","TUNDRA","Betula glandulosa","S",0.56,1.8
"2441","TUNDRA","Betula nana","S",0.56,1.89
"2442","TUNDRA","Betula papyrifera","T",0.56,1.74
"2443","TUNDRA","Bistorta plumosa","H",NA,1.97
"2444","TUNDRA","Calamagrostis canadensis","G",0.56,2.23
"2445","TUNDRA","Calamagrostis purpuras","G",0.56,NA
"2446","TUNDRA","Carex aquatilis","G",0.56,1.98
"2447","TUNDRA","Carex bigelowii","G",0.56,2.04
"2448","TUNDRA","Cassiope tetragona","S",1.78,2.4
"2449","TUNDRA","Dryas integrifolia","S",1.16,2.3
"2450","TUNDRA","Dryas octopetala","S",1.12,1.87
"2451","TUNDRA","Empetrum nigrum","S",1.78,2.25
"2452","TUNDRA","Epilobium angustifolium","H",0.56,1.89
"2453","TUNDRA","Epilobium latifolium","H",0.56,1.83
"2454","TUNDRA","Equisetum arvense","F",0.56,2
"2455","TUNDRA","Equisetum variegatum","F",0.56,2.2
"2456","TUNDRA","Eriophorum angustifolium","G",0.56,2.11
"2457","TUNDRA","Eriophorum triste","G",1.12,2.16
"2458","TUNDRA","Eriophorum vaginatum","G",1.12,2.2
"2459","TUNDRA","Hedysarum alpinum","H",0.56,1.81
"2460","TUNDRA","Hedysarum mackenzii","H",0.56,1.97
"2461","TUNDRA","Hierochloe alpina","G",0.56,2.23
"2462","TUNDRA","Juncus biglumis","G",0.56,2.3
"2463","TUNDRA","Ledum groenlandicum","S",NA,2.1
"2464","TUNDRA","Ledum palustre","S",1.26,2.27
"2465","TUNDRA","Loiseleuria procumbens","S",1.78,2.34
"2466","TUNDRA","Lupinus arcticus","H",0.56,NA
"2467","TUNDRA","Luzula arctica","G",0.56,2.02
"2468","TUNDRA","Luzula confusa","G",0.56,NA
"2469","TUNDRA","Oxytropis maydelliana","H",0.56,1.83
"2470","TUNDRA","Oxytropis nigrescens","H",0.56,2.11
"2471","TUNDRA","Petasites frigidus","H",0.56,1.82
"2472","TUNDRA","Picea glauca","T",1.78,2.51
"2473","TUNDRA","Picea mariana","T",2.38,2.59
"2474","TUNDRA","Poa arctica","G",0.56,2.01
"2475","TUNDRA","Poa glauca","G",0.56,2.1
"2476","TUNDRA","Polygonum bistorta","H",0.56,1.99
"2477","TUNDRA","Populus balsamifera","T",0.56,1.98
"2478","TUNDRA","Populus tremuloides","T",0.56,1.88
"2479","TUNDRA","Potentilla fruticosa","H",0.56,1.89
"2480","TUNDRA","Potentilla hyparctica","H",0.56,1.72
"2481","TUNDRA","Rubus chamaemorus","H",0.56,1.92
"2482","TUNDRA","Salix alaxensis","S",0.56,2
"2483","TUNDRA","Salix arctica","S",0.56,1.94
"2484","TUNDRA","Salix fuscescens","S",NA,1.87
"2485","TUNDRA","Salix glauca","S",0.56,1.93
"2486","TUNDRA","Salix pulchra","S",0.56,1.96
"2487","TUNDRA","Salix reticulata","S",0.56,1.96
"2488","TUNDRA","Tofieldia coccinea","H",0.56,2.13
"2489","TUNDRA","Tofieldia pusilla","H",0.56,1.86
"2490","TUNDRA","Trichophorum caespitos","G",0.56,2.19
"2491","TUNDRA","Vaccinium ulignosum","S",0.56,1.91
"2492","TUNDRA","Vaccinium vitis-idaea","S",1.56,2.25
"2493","WLAND","Beureria cumanensis","T",0.9,2.05
"2494","WLAND","Bulnesia arborea","T",1.04,1.96
"2495","WLAND","Caesalpinia granadillo","T",0.95,2.13
"2496","WLAND","Capparis linearis","T",1.08,2.69
"2497","WLAND","Capparis odoratissima","T",1.08,2.44
"2498","WLAND","Capparis pachaca","T",1.08,2.35
"2499","WLAND","Cochlospermum vitifolium","T",0.78,1.73
"2500","WLAND","Jacquinia revoluta","T",1.08,2.4
"2501","WLAND","Pereskia guamacho","T",0.78,1.91
"2502","WLAND","Pithecellobium carobobense","T",0.78,1.93
"2503","WLAND","Tabebuia billbergiana","T",0.78,1.72
"2504","TEMP_FOR","Aristotelia fruiticosa","S",NA,2.07
"2505","TEMP_FOR","Brachyglottis revolutus","S",NA,2.52
"2506","TEMP_FOR","Cassinia vauvilliersii","S",NA,2.29
"2507","TEMP_FOR","Coprosma alpina","S",NA,2.29
"2508","TEMP_FOR","Coprosma cheesemanii","S",NA,2.13
"2509","TEMP_FOR","Coprosma ciliata","S",NA,2.13
"2510","TEMP_FOR","Coprosma parviflora","S",NA,2.08
"2511","TEMP_FOR","Coprosma rugosa","S",NA,2.17
"2512","TEMP_FOR","Coprosma serrulata","S",NA,2.38
"2513","TEMP_FOR","Dracophyllum uniflorum","S",NA,2.35
"2514","TEMP_FOR","Draracophyllum prostratum","S",NA,2.14
"2515","TEMP_FOR","Gaultheria crassa","S",NA,2.3
"2516","TEMP_FOR","Halocarpus bidwillii","S",NA,2.19
"2517","TEMP_FOR","Hebe argentea","S",NA,2.33
"2518","TEMP_FOR","Hebe cockayneana","S",NA,2.32
"2519","TEMP_FOR","Hebe hectorii","S",NA,2.63
"2520","TEMP_FOR","Hebe odora","S",NA,2.4
"2521","TEMP_FOR","Hebe pauciflora","S",NA,2.2
"2522","TEMP_FOR","Hebe pauciramosa","S",NA,2.51
"2523","TEMP_FOR","Hebe subalpina","S",NA,2.34
"2524","TEMP_FOR","Lepidothamnus laxifolius","S",NA,2.09
"2525","TEMP_FOR","Myrsine nummularia","S",NA,2.11
"2526","TEMP_FOR","Olearia moschata","S",NA,2.24
"2527","TEMP_FOR","Olearia numularifolia","S",NA,2.35
"2528","TEMP_FOR","Olearia virgata","S",NA,2.23
"2529","TEMP_FOR","Phyocladus alpinus","S",NA,2.55
"2530","TEMP_FOR","Podocarpus nivalis","S",NA,2.31
"2531","TEMP_FOR","Acer pensylvanicum","T",NA,1.59
"2532","TEMP_FOR","Acer rubrum","T",NA,1.89
"2533","TEMP_FOR","Betula sp","T",NA,1.77
"2534","TEMP_FOR","Carya glabra","T",NA,1.92
"2535","TEMP_FOR","Cornus florida","T",NA,1.83
"2536","TEMP_FOR","Fraxinus sp","T",NA,1.9
"2537","TEMP_FOR","Liriodendron tulipifera","T",NA,1.87
"2538","TEMP_FOR","Magnolia fraseri","T",NA,1.64
"2539","TEMP_FOR","Nyssa sylvatica","T",NA,1.74
"2540","TEMP_FOR","Oxydendron arboreum","T",NA,1.58
"2541","TEMP_FOR","Platanus occidentalis","T",NA,1.84
"2542","TEMP_FOR","Quercus alba","T",NA,1.99
"2543","TEMP_FOR","Quercus coccinea","T",NA,2.02
"2544","TEMP_FOR","Quercus prinus","T",NA,2.05
"2545","TEMP_FOR","Quercus rubra","T",NA,1.98
"2546","TEMP_FOR","Rhododendron maximum","T",NA,2.07
"2547","TEMP_FOR","Robinia pseudoacacia","T",NA,1.88
"2548","TEMP_FOR","Tilia americana","T",NA,1.82
